comuna;cut_comuna;id;año;variable;valor;medida;estandar
CHILLÁN;16101;BPU_7;2020;Distancia a centros de salud primaria;1,16246000000000e+03;m;Hasta 1.500 metros de distancia
CHILLÁN;16101;BPU_3;2020;Distancia a establecimientos de educación básica;7,83170000000000e+02;m;Hasta 1.000 metros de distancia
CHILLÁN;16101;BPU_1;2020;Distancia a establecimientos de educación inicial;7,91180000000000e+02;m;Hasta 400 metros de distancia
CHILLÁN;16101;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,79000000000000e+02;m;400 metros de distancia máxima
CHILLÁN;16101;BPU_22;2019;Distancia a parques públicos;1,67228356700000e+03;m;Hasta 3.000 metros de distancia
CHILLÁN;16101;BPU_20;2019;Distancia a plazas públicas;2,32472229000000e+02;m;Hasta 400 metros de distancia
CHILLÁN;16101;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,71200000000000e+03;m;Sin estándar
CHILLÁN;16101;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;6,43975955000000e+00;Número de horas promedio / año;Sin estándar
CHILLÁN;16101;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;8,77700319527769e+02;Relación (Monto per cápita en pesos / hab);Sin estándar
CHILLÁN;16101;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;5,60000000000000e-01;Relación (Número  microbasurales / 10.000 habs);Sin estándar
CHILLÁN;16101;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;1,75869856306333e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
CHILLÁN;16101;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;8,49371465115814e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
CHILLÁN;16101;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);4,40060136506730e+01;Porcentaje;Hasta 30%
CHILLÁN;16101;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;3,96600000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;3,24510719584124e-01;Porcentaje;Sin estándar
CHILLÁN;16101;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;3,52000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;4,50000000000000e-01;Porcentaje;Sin estándar
CHILLÁN;16101;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;7,12000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;1,77200000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;1,16700000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;2,65000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;3,55326319176894e-02;Porcentaje;Sin estándar
CHILLÁN;16101;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;5,88400000000000e+01;Porcentaje;100% de veredas en buen estado
CHILLÁN;16101;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,59363029799048e+01;Porcentaje;Sin estándar
CHILLÁN;16101;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;8,61000000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,42200000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;4,17500000000000e+01;Porcentaje;Sin estándar
CHILLÁN;16101;EA_36;2022;Porcentaje de residuos municipales valorizados;0,00000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;5,16129032258064e+01;Porcentaje;100% de las UUVV de una comuna.
CHILLÁN;16101;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,37000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;5,43000000000000e+00;Porcentaje;Sin estándar
CHILLÁN;16101;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,15300000000000e+01;Porcentaje;Hasta 10%
CHILLÁN;16101;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;3,44368930269847e-01;Porcentaje;Sin estándar
CHILLÁN;16101;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;1,68700000000000e+01;Número de intersecciones promedio.;Sin estándar
CHILLÁN;16101;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,42000000000000e+00;Relación (Matrículas / Población);Desde 1
CHILLÁN;16101;IS_32;2018;Requerimiento de viviendas nuevas urbanas;2,33900000000000e+03;Número de viviendas;Sin estándar
CHILLÁN;16101;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);3,50000000000000e-01;m²/hab;Sin estándar
CHILLÁN;16101;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);6,31000000000000e+00;m²/hab;Sin estándar
CHILLÁN;16101;BPU_29;2018;Superficie de áreas verdes públicas por habitante;5,75000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
CHILLÁN;16101;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;6,97091538755026e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
CHILLÁN;16101;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;2,37344365169774e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
CHILLÁN;16101;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,84495070041633e+02;Tasa;Sin estándar
CHILLÁN;16101;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;6,84785359487502e+01;Tasa;Sin estándar
CHILLÁN;16101;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;6,39629223463327e+01;Tasa;Sin estándar
CHILLÁN;16101;IS_39a;2018;Índice de segregación de la población vulnerable;3,58915787116280e-01;Índice;Sin estándar
CHILLÁN VIEJO;16103;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;1,75400000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
CHILLÁN VIEJO;16103;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;2,60000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
CHILLÁN VIEJO;16103;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;9,48488499732964e-01;kg/hab/día;Hasta 1 kilogramo / habitante / día
CHILLÁN VIEJO;16103;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;4,54450788376905e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHILLÁN VIEJO;16103;EA_22;2021;Consumo de energía eléctrica per cápita residencial;6,70992655416630e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHILLÁN VIEJO;16103;EA_33a;2021;Densidad de hogares en campamentos;7,62269067121256e+01;Densidad (Número hogares/ha);Sin estándar
CHILLÁN VIEJO;16103;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;3,00000000000000e-02;Índice;Sin estándar
CHILLÁN VIEJO;16103;BPU_7;2020;Distancia a centros de salud primaria;9,13430000000000e+02;m;Hasta 1.500 metros de distancia
CHILLÁN VIEJO;16103;BPU_3;2020;Distancia a establecimientos de educación básica;7,75560000000000e+02;m;Hasta 1.000 metros de distancia
CHILLÁN VIEJO;16103;BPU_1;2020;Distancia a establecimientos de educación inicial;7,82910000000000e+02;m;Hasta 400 metros de distancia
CHILLÁN VIEJO;16103;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,87000000000000e+02;m;400 metros de distancia máxima
CHILLÁN VIEJO;16103;BPU_22;2019;Distancia a parques públicos;1,44720614500000e+03;m;Hasta 3.000 metros de distancia
CHILLÁN VIEJO;16103;BPU_20;2019;Distancia a plazas públicas;3,12746673000000e+02;m;Hasta 400 metros de distancia
CHILLÁN VIEJO;16103;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,38200000000000e+03;m;Sin estándar
CHILLÁN VIEJO;16103;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;6,08914471000000e+00;Número de horas promedio / año;Sin estándar
CHILLÁN VIEJO;16103;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;2,59896128082665e+02;Relación (Monto per cápita en pesos / hab);Sin estándar
CHILLÁN VIEJO;16103;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;3,30000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
CHILLÁN VIEJO;16103;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,67229168488240e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
CHILLÁN VIEJO;16103;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;2,04016204715689e+01;Relación (Número víctimas mortales /100.000 habs);Sin estándar
CHILLÁN VIEJO;16103;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);5,67129865458294e+01;Porcentaje;Hasta 30%
CHILLÁN VIEJO;16103;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;4,26600000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;1,92152385226726e-01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;6,62000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;5,30100000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,40500000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;1,91000000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;2,12000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_33;2021;Porcentaje de la superficie de campamentos respecto del área urbana;1,58542130130426e-02;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;6,05700000000000e+01;Porcentaje;100% de veredas en buen estado
CHILLÁN VIEJO;16103;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,45463449381177e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;1,00000000000000e+02;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;6,80600000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;5,93600000000000e+01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;EA_36;2022;Porcentaje de residuos municipales valorizados;0,00000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;5,00000000000000e+01;Porcentaje;100% de las UUVV de una comuna.
CHILLÁN VIEJO;16103;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;7,30000000000000e-01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;6,61000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,35600000000000e+01;Porcentaje;Hasta 10%
CHILLÁN VIEJO;16103;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;1,99880071956826e-01;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IP_43;2019;Porcentaje de zonas típicas con lineamientos de intervención aprobados;0,00000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;IP_43a;2019;Porcentaje de zonas típicas con lineamientos de intervención en desarrollo;0,00000000000000e+00;Porcentaje;Sin estándar
CHILLÁN VIEJO;16103;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;9,00000000000000e+00;Número de intersecciones promedio.;Sin estándar
CHILLÁN VIEJO;16103;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;9,10000000000000e-01;Relación (Matrículas / Población);Desde 1
CHILLÁN VIEJO;16103;IS_32;2018;Requerimiento de viviendas nuevas urbanas;3,82000000000000e+02;Número de viviendas;Sin estándar
CHILLÁN VIEJO;16103;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);1,25000000000000e+00;m²/hab;Sin estándar
CHILLÁN VIEJO;16103;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);5,53000000000000e+00;m²/hab;Sin estándar
CHILLÁN VIEJO;16103;BPU_29;2018;Superficie de áreas verdes públicas por habitante;5,04000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
CHILLÁN VIEJO;16103;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;4,39653494257349e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
CHILLÁN VIEJO;16103;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;1,31648742385824e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
CHILLÁN VIEJO;16103;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,35520069054812e+02;Tasa;Sin estándar
CHILLÁN VIEJO;16103;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;6,76161703352036e+01;Tasa;Sin estándar
CHILLÁN VIEJO;16103;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;5,61070349589987e+01;Tasa;Sin estándar
CHILLÁN VIEJO;16103;IS_39a;2018;Índice de segregación de la población vulnerable;3,11786203167413e-01;Índice;Sin estándar
COLINA;13301;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;6,33000000000000e+00;Jornadas diarias / 10.000 habs;Sin estándar
COLINA;13301;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;4,00000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
COLINA;13301;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,22622191424201e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
COLINA;13301;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;7,15516042651092e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
COLINA;13301;EA_22;2021;Consumo de energía eléctrica per cápita residencial;9,54210706954240e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
